2021-07-16 20:04:49,412 - io.py[line:34] - INFO: Saving the model to `models/VotingClassifier_DataParallel_6_ckpt.pth`
2021-07-16 20:04:49,804 - voting.py[line:230] - INFO: Epoch: 000 | Validation Acc: 60.310 % | Historical Best: 60.310 %
2021-07-16 20:06:49,311 - io.py[line:34] - INFO: Saving the model to `models/VotingClassifier_DataParallel_6_ckpt.pth`
2021-07-16 20:06:50,320 - voting.py[line:230] - INFO: Epoch: 001 | Validation Acc: 66.930 % | Historical Best: 66.930 %
2021-07-16 20:08:48,088 - voting.py[line:230] - INFO: Epoch: 002 | Validation Acc: 66.480 % | Historical Best: 66.930 %
2021-07-16 20:10:46,666 - voting.py[line:230] - INFO: Epoch: 003 | Validation Acc: 66.660 % | Historical Best: 66.930 %
2021-07-16 20:12:45,584 - voting.py[line:230] - INFO: Epoch: 004 | Validation Acc: 66.770 % | Historical Best: 66.930 %
2021-07-16 20:14:45,671 - voting.py[line:230] - INFO: Epoch: 005 | Validation Acc: 66.650 % | Historical Best: 66.930 %
2021-07-16 20:16:44,322 - voting.py[line:230] - INFO: Epoch: 006 | Validation Acc: 66.510 % | Historical Best: 66.930 %
2021-07-16 20:18:42,975 - voting.py[line:230] - INFO: Epoch: 007 | Validation Acc: 66.630 % | Historical Best: 66.930 %
2021-07-16 20:20:41,806 - voting.py[line:230] - INFO: Epoch: 008 | Validation Acc: 66.690 % | Historical Best: 66.930 %
2021-07-16 20:22:40,198 - voting.py[line:230] - INFO: Epoch: 009 | Validation Acc: 66.390 % | Historical Best: 66.930 %
2021-07-16 20:24:39,049 - voting.py[line:230] - INFO: Epoch: 010 | Validation Acc: 66.520 % | Historical Best: 66.930 %
2021-07-16 20:26:36,611 - voting.py[line:230] - INFO: Epoch: 011 | Validation Acc: 66.570 % | Historical Best: 66.930 %
2021-07-16 20:28:35,940 - voting.py[line:230] - INFO: Epoch: 012 | Validation Acc: 66.720 % | Historical Best: 66.930 %
2021-07-16 20:30:33,685 - voting.py[line:230] - INFO: Epoch: 013 | Validation Acc: 66.400 % | Historical Best: 66.930 %
