2021-07-17 02:42:35,146 - io.py[line:34] - INFO: Saving the model to `models/VotingClassifier_DataParallel_8_ckpt.pth`
2021-07-17 02:42:35,692 - voting.py[line:230] - INFO: Epoch: 000 | Validation Acc: 60.720 % | Historical Best: 60.720 %
2021-07-17 02:45:14,495 - io.py[line:34] - INFO: Saving the model to `models/VotingClassifier_DataParallel_8_ckpt.pth`
2021-07-17 02:45:15,517 - voting.py[line:230] - INFO: Epoch: 001 | Validation Acc: 67.090 % | Historical Best: 67.090 %
2021-07-17 02:47:53,715 - voting.py[line:230] - INFO: Epoch: 002 | Validation Acc: 66.780 % | Historical Best: 67.090 %
2021-07-17 02:50:31,241 - voting.py[line:230] - INFO: Epoch: 003 | Validation Acc: 66.990 % | Historical Best: 67.090 %
2021-07-17 02:53:10,958 - voting.py[line:230] - INFO: Epoch: 004 | Validation Acc: 66.330 % | Historical Best: 67.090 %
2021-07-17 02:55:49,927 - voting.py[line:230] - INFO: Epoch: 005 | Validation Acc: 66.770 % | Historical Best: 67.090 %
2021-07-17 02:58:25,479 - voting.py[line:230] - INFO: Epoch: 006 | Validation Acc: 66.800 % | Historical Best: 67.090 %
2021-07-17 03:01:05,664 - voting.py[line:230] - INFO: Epoch: 007 | Validation Acc: 66.650 % | Historical Best: 67.090 %
2021-07-17 03:03:44,031 - voting.py[line:230] - INFO: Epoch: 008 | Validation Acc: 66.680 % | Historical Best: 67.090 %
2021-07-17 03:06:23,511 - voting.py[line:230] - INFO: Epoch: 009 | Validation Acc: 66.670 % | Historical Best: 67.090 %
2021-07-17 03:09:01,730 - voting.py[line:230] - INFO: Epoch: 010 | Validation Acc: 66.660 % | Historical Best: 67.090 %
2021-07-17 03:11:39,630 - voting.py[line:230] - INFO: Epoch: 011 | Validation Acc: 66.310 % | Historical Best: 67.090 %
2021-07-17 03:14:18,518 - voting.py[line:230] - INFO: Epoch: 012 | Validation Acc: 66.510 % | Historical Best: 67.090 %
2021-07-17 03:16:58,503 - voting.py[line:230] - INFO: Epoch: 013 | Validation Acc: 66.500 % | Historical Best: 67.090 %
2021-07-17 03:19:35,149 - voting.py[line:230] - INFO: Epoch: 014 | Validation Acc: 66.560 % | Historical Best: 67.090 %
2021-07-17 03:22:13,407 - voting.py[line:230] - INFO: Epoch: 015 | Validation Acc: 66.380 % | Historical Best: 67.090 %
2021-07-17 03:24:50,798 - voting.py[line:230] - INFO: Epoch: 016 | Validation Acc: 66.620 % | Historical Best: 67.090 %
2021-07-17 03:27:28,394 - voting.py[line:230] - INFO: Epoch: 017 | Validation Acc: 66.510 % | Historical Best: 67.090 %
2021-07-17 03:30:07,966 - voting.py[line:230] - INFO: Epoch: 018 | Validation Acc: 66.490 % | Historical Best: 67.090 %
2021-07-17 03:32:46,521 - voting.py[line:230] - INFO: Epoch: 019 | Validation Acc: 66.640 % | Historical Best: 67.090 %
2021-07-17 03:35:24,539 - voting.py[line:230] - INFO: Epoch: 020 | Validation Acc: 66.820 % | Historical Best: 67.090 %
2021-07-17 03:38:03,180 - voting.py[line:230] - INFO: Epoch: 021 | Validation Acc: 66.700 % | Historical Best: 67.090 %
2021-07-17 03:40:42,846 - voting.py[line:230] - INFO: Epoch: 022 | Validation Acc: 66.290 % | Historical Best: 67.090 %
2021-07-17 03:43:22,319 - voting.py[line:230] - INFO: Epoch: 023 | Validation Acc: 66.540 % | Historical Best: 67.090 %
2021-07-17 03:46:01,568 - voting.py[line:230] - INFO: Epoch: 024 | Validation Acc: 66.700 % | Historical Best: 67.090 %
2021-07-17 03:48:40,048 - voting.py[line:230] - INFO: Epoch: 025 | Validation Acc: 66.980 % | Historical Best: 67.090 %
2021-07-17 03:51:19,180 - voting.py[line:230] - INFO: Epoch: 026 | Validation Acc: 66.660 % | Historical Best: 67.090 %
